,0,1,1, 
,0,8,8, 
,0,6,6, 
,0,6,6, 
,0,1,1, 
,0,4,4, 
,0,3,3, 
,0,7,7, 
,0,9,9, 
,0,6,6, 
,0,2,2, 
,0,6,6, 
,0,4,4, 
,0,4,4, 
,0,2,2, 
,0,5,5, 
,0,5,5, 
,0,12,12, 
,0,8,8, 
,0,5,5, 
,1,0,0, 
,0,7,7, 
,0,4,4, 
,0,9,9, 
,0,8,8, 
,0,3,3, 
,0,8,8, 
,0,6,6, 
,0,4,4, 
,0,2,2, 
,0,8,8, 
,0,13,13, 
,0,2,2, 
,0,5,5, 
,1,0,0, 
,0,8,8, 
,0,3,3, 
,0,5,5, 
,0,3,3, 
,0,14,14, 
,0,6,6, 
,0,9,9, 
,1,0,0, 
,0,8,8, 
,0,5,5, 
,0,2,2, 
,0,15,13, 
,0,6,6, 
,0,9,9, 
,0,3,3, 
,0,1,1, 
,0,4,4, 
,0,6,6, 
,0,4,4, 
,0,5,5, 
,0,12,12, 
,0,12,12, 
,0,1,1, 
,0,3,3, 
,0,3,3, 
,0,0,0, 
,0,6,6, 
,0,13,13, 
,0,13,13, 
,0,3,3, 
,0,6,6, 
,0,7,7, 
,0,10,10, 
,0,7,7, 
,1,0,0, 
,0,7,7, 
,0,11,11, 
,1,0,0, 
,0,2,2, 
,0,9,9, 
,0,8,8, 
,0,3,3, 
,0,7,7, 
,1,0,0, 
,0,8,8, 
,0,8,8, 
,0,7,7, 
,1,0,0, 
,0,6,6, 
,0,8,8, 
,0,6,6, 
,0,5,5, 
,0,5,5, 
,0,5,5, 
,0,10,8, 
,0,9,9, 
,0,11,9, 
,1,0,0, 
,0,6,6, 
,1,0,0, 
,1,0,0, 
,0,5,5, 
,0,8,8, 
,0,5,5, 
,0,7,7, 
,0,9,9, 
,0,7,7, 
,0,1,1, 
,0,4,4, 
,0,9,9, 
,0,1,1, 
,0,8,8, 
,0,7,7, 
,0,3,3, 
,0,9,9, 
,0,3,3, 
,0,6,6, 
,0,10,10, 
,0,8,8, 
,1,0,0, 
,1,0,0, 
,0,7,7, 
,0,7,7, 
,0,5,5, 
,0,12,12, 
,0,7,7, 
,0,2,2, 
,0,3,3, 
,0,6,6, 
,0,6,6, 
,0,9,9, 
,0,7,7, 
,1,0,0, 
,0,12,12, 
,0,5,5, 
,0,2,2, 
,0,9,9, 
,0,1,1, 
,0,5,5, 
,1,0,0, 
,0,13,13, 
,0,3,3, 
,0,10,8, 
,0,9,7, 
,0,3,3, 
,0,2,2, 
,0,9,9, 
,1,0,0, 
,0,8,8, 
,0,1,1, 
,1,0,0, 
,0,2,2, 
,0,1,1, 
,1,0,0, 
,0,3,3, 
,1,0,0, 
,0,11,11, 
,0,3,3, 
,0,4,4, 
,0,9,9, 
,0,2,2, 
,0,7,7, 
,0,5,5, 
,0,2,2, 
,1,0,0, 
,0,2,2, 
,0,4,4, 
,0,6,6, 
,0,10,10, 
,0,2,2, 
,0,3,3, 
,0,3,3, 
,0,4,4, 
,0,7,7, 
,0,5,5, 
,0,5,5, 
,0,6,6, 
,0,13,9, 
,1,0,0, 
,1,0,0, 
,0,12,12, 
,0,3,3, 
,0,10,10, 
,0,5,5, 
,0,5,5, 
,0,3,3, 
,0,6,6, 
,0,5,5, 
,0,13,13, 
,0,12,12, 
,0,10,10, 
,0,9,9, 
,1,0,0, 
,1,0,0, 
,0,8,8, 
,1,0,0, 
,0,11,11, 
,0,7,7, 
,1,0,0, 
,0,4,4, 
,1,0,0, 
,0,6,6, 
,0,9,9, 
,0,4,4, 
,0,1,1, 
,0,6,6, 
,0,4,4, 
,0,6,6, 
,0,4,4, 
,1,0,0, 
,1,0,0, 
,0,8,8, 
,0,6,6, 
,0,11,11, 
,0,11,11, 
,1,0,0, 
,0,1,1, 
,0,6,6, 
,0,7,7, 
,0,6,6, 
,0,10,10, 
,0,3,3, 
,0,9,9, 
,0,6,6, 
,0,6,6, 
,1,0,0, 
,0,3,3, 
,0,9,9, 
,0,5,5, 
,0,13,13, 
,0,7,7, 
,0,0,0, 
,0,3,3, 
,1,0,0, 
,0,8,8, 
,0,7,7, 
,0,5,5, 
,0,9,9, 
,1,0,0, 
,0,2,2, 
,0,7,7, 
,0,4,4, 
,0,7,7, 
,1,0,0, 
,0,5,5, 
,0,7,7, 
,1,0,0, 
,0,10,10, 
,0,1,1, 
,1,0,0, 
,0,3,3, 
,0,2,2, 
,0,5,5, 
,0,13,13, 
,1,0,0, 
,0,7,7, 
,0,3,3, 
,0,6,6, 
,0,8,8, 
,0,9,9, 
,0,12,12, 
,0,11,11, 
,0,8,8, 
,0,3,3, 
,0,1,1, 
,1,0,0, 
,0,11,11, 
,0,8,8, 
,0,5,5, 
,0,3,3, 
,0,4,4, 
,0,7,7, 
,0,8,8, 
,0,7,7, 
,0,2,2, 
,0,3,3, 
,0,10,10, 
,0,5,5, 
,0,9,9, 
,0,7,7, 
,0,5,5, 
,1,0,0, 
,0,5,5, 
,0,1,1, 
,0,5,5, 
,0,7,7, 
,0,7,7, 
,1,0,0, 
,1,0,0, 
,1,0,0, 
,0,3,3, 
,0,9,9, 
,0,5,5, 
,0,4,4, 
,0,8,8, 
,0,10,10, 
,0,8,8, 
,0,4,4, 
,0,7,7, 
,0,3,3, 
,0,4,4, 
,0,8,8, 
,0,4,4, 
,1,0,0, 
,1,0,0, 
,0,9,9, 
,0,0,0, 
,0,1,1, 
,0,8,8, 
,0,8,8, 
,1,0,0, 
,0,6,6, 
,0,0,0, 
,0,6,6, 
,0,6,6, 
,1,0,0, 
,0,9,9, 
,0,1,1, 
,0,3,3, 
,0,3,3, 
,0,3,3, 
,0,2,2, 
,0,2,2, 
,1,0,0, 
,0,10,10, 
,0,5,5, 
,0,4,4, 
,0,8,8, 
,1,0,0, 
,0,3,3, 
,0,6,6, 
,0,6,6, 
,0,2,2, 
,0,9,9, 
,0,5,5, 
,0,2,2, 
,1,0,0, 
,0,0,0, 
,0,7,7, 
,0,4,4, 
,0,8,8, 
,0,9,9, 
,0,6,6, 
,0,5,5, 
,0,9,9, 
,0,9,9, 
,0,3,3, 
,0,9,9, 
,0,11,11, 
,0,6,6, 
,0,4,4, 
,0,6,6, 
,1,0,0, 
,0,10,10, 
,1,0,0, 
,0,8,8, 
,0,6,6, 
,0,8,8, 
,1,0,0, 
,0,7,7, 
,0,6,6, 
,0,6,6, 
,0,8,8, 
,0,8,8, 
,0,5,5, 
,0,4,4, 
,1,0,0, 
,0,8,8, 
,0,0,0, 
,1,0,0, 
,0,3,3, 
,0,7,5, 
,0,0,0, 
,0,9,9, 
,0,12,12, 
,0,3,3, 
,0,5,5, 
,0,9,9, 
,1,0,0, 
,1,0,0, 
,0,9,9, 
,0,11,11, 
,0,9,9, 
,0,11,11, 
,0,8,8, 
,1,0,0, 
,0,6,6, 
,0,5,5, 
,0,4,4, 
,0,13,13, 
,1,0,0, 
,1,0,0, 
,0,6,6, 
,1,0,0, 
,0,6,6, 
,1,0,0, 
,0,14,14, 
,0,4,4, 
,0,9,9, 
,0,5,5, 
,0,3,3, 
,0,8,8, 
,0,9,9, 
,0,8,8, 
,0,7,7, 
,0,2,2, 
,0,9,9, 
,0,1,1, 
,1,0,0, 
,0,2,2, 
,0,8,8, 
,1,0,0, 
,0,13,13, 
,0,8,8, 
,0,4,4, 
,1,0,0, 
,0,5,5, 
,1,0,0, 
,0,8,8, 
,1,0,0, 
,0,7,7, 
,0,11,11, 
,0,7,7, 
,0,7,7, 
,1,0,0, 
,0,3,3, 
,0,3,3, 
,0,7,7, 
,0,1,1, 
,0,8,8, 
,0,8,8, 
,0,6,6, 
,1,0,0, 
,0,6,6, 
,0,6,6, 
,0,9,9, 
,0,8,8, 
,0,10,10, 
,1,0,0, 
,0,8,8, 
,0,3,3, 
,0,5,5, 
,0,9,9, 
,0,5,5, 
,0,10,10, 
,0,5,5, 
,1,0,0, 
,0,1,1, 
,0,11,11, 
,0,8,8, 
,0,2,2, 
,0,3,3, 
,0,6,6, 
,0,8,8, 
,1,0,0, 
,0,11,11, 
,0,9,9, 
,0,2,2, 
,0,6,6, 
,0,5,5, 
,0,4,4, 
,0,6,6, 
,0,2,2, 
,0,1,1, 
,0,3,3, 
,0,1,1, 
,0,7,7, 
,0,8,8, 
,0,5,5, 
,0,5,5, 
,0,11,11, 
,0,7,7, 
,0,7,7, 
,1,0,0, 
,0,6,6, 
,0,5,5, 
,0,6,6, 
,1,0,0, 
,1,0,0, 
,0,10,10, 
,0,7,7, 
,0,7,7, 
,1,0,0, 
,1,0,0, 
,0,3,3, 
Total,75,2485,2469,
Average,0.15625,5.177083333,5.14375,
